STD_ID,   number,Пол,Статус,Дата выпуска,Категория обучения,Форма обучения,Шифр,направление (специальность),   ,Образование,Дата выдачи,Что именно закончил
99136,13951.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,2629.0,СР,2013-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
99112,13998.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,8240.0,СР,2012-06-23 00:00:00,"МОУ СОШ N   2, ПЕСТОВО"
99109,13999.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,2314.0,СР,2013-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
99125,13953.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,2345.0,СР,2013-06-23 00:00:00,"Гимназия ""ГАРМОНИЯ"""
100676,13950.0,М,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,2650.0,СР,2012-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
99099,13959.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,8800.0,СР,2013-06-21 00:00:00,"МОУ СОШ (полная), ХОЛМ"
103016,14035.0,Ж,ВЫП,2019-06-30,ДОГ,Д,31.05.01,Лечебное дело,8668.0,СР,2013-05-21 00:00:00,"СРЕДНЯЯ ШКОЛА N 1 , ЧУДОВО ул Титова"
100677,13923.0,М,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,2647.0,СР,2012-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
116989,12494.0,М,ВЫП,2019-08-31,БП,Д,04.05.01,Фундаментальная и прикладная химия,3009.0,СР,2014-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
120708,13817.0,Ж,ВЫП,2019-06-30,ДОГ,Д,31.05.03,Стоматология,3401.0,СР,2014-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
113136,13794.0,Ж,ВЫП,2019-08-31,БП,Д,31.05.03,Стоматология,2985.0,СР,2014-06-27 00:00:00,"МСОШ N 1, ОКУЛОВКА"
114374,13835.0,Ж,ВЫП,2019-06-30,БП,Д,31.05.03,Стоматология,3189.0,СР,2014-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
120718,13832.0,Ж,ВЫП,2019-06-30,ДОГ,Д,31.05.03,Стоматология,1640.0,СР,2012-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
117172,13806.0,М,ВЫП,2019-08-31,БП,Д,31.05.03,Стоматология,3183.0,СР,2014-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
117164,12599.0,Ж,ВЫП,2019-08-31,БП,Д,33.05.01,Фармация,2747.0,СР,2014-06-19 00:00:00,"МСОШ N   4, СТАРАЯ РУССА"
117165,12613.0,Ж,ВЫП,2019-06-30,БП,Д,33.05.01,Фармация,3365.0,СР,2014-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
117204,1126.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,9099.0,СР,2014-06-20 00:00:00,"МСОШ (полная) N 4, МАЛАЯ ВИШЕРА"
117178,1269.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,3065.0,СР,2014-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
114386,1217.0,М,СТ,,БП,Д,31.05.01,Лечебное дело,2977.0,СР,2014-06-20 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
118611,13191.0,Ж,ВЫП,2019-06-30,ДОГ,З,38.03.01,Экономика,768.0,СР,2009-06-20 00:00:00,"МСОШ (полная) , ПОДДОРЬЕ"
141781,12839.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,9656.0,СР,2015-06-26 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
151278,12810.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,9587.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   7, БОРОВИЧИ"
141845,11850.0,М,ВЫП,2019-08-31,БП,Д,09.03.01,Информатика и вычислительная техника,9649.0,СР,2015-06-26 00:00:00,"ГИМНАЗИЯ ""ЭВРИКА"""
141848,11849.0,М,ВЫП,2019-08-31,БП,Д,09.03.01,Информатика и вычислительная техника,4071.0,СР,2015-06-23 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
141996,11148.0,М,ВЫП,2019-08-31,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,9568.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
140122,11149.0,М,ВЫП,2019-08-31,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,9598.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, КРЕСТЦЫ"
151155,14328.0,Ж,ВЫП,2019-08-31,ДОГ,Д,45.03.02,Лингвистика,3833.0,СР,2015-06-27 00:00:00,"ГИМНАЗИЯ N   1, НОВГОРОД"
142245,14336.0,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,4265.0,СР,2015-07-02 00:00:00,"ГИМНАЗИЯ, БОРОВИЧИ"
142246,14326.0,М,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,3746.0,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
142258,14318.0,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,4108.0,СР,2015-06-26 00:00:00,"МОСШ N   1 ИМЕНИ АВЕРИНА, ВАЛДАЙ"
142819,14315.0,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,9861.0,СР,2015-06-23 00:00:00,"МСОШ (полная) , Бурга МАЛОВИШЕРСКИЙ р-н"
142259,14319.0,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,3911.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
141754,12996.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.03,Управление персоналом,4243.0,СР,2015-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142736,12299.0,Ж,ВЫП,2019-08-31,БП,Д,35.03.04,Агрономия,9716.0,СР,2015-06-26 00:00:00,"СОШ , МАРЕВО"
141887,12297.0,М,ВЫП,2019-08-31,БП,Д,35.03.04,Агрономия,9678.0,СР,2015-06-26 00:00:00,"МСОШ N 5 с углубл. изучением химии и биологии, СТАРАЯ РУССА"
141907,12467.0,Ж,ВЫП,2019-08-31,БП,Д,06.03.01,Биология,4084.0,СР,2015-06-20 00:00:00,"МОУ СОШ N   6, ПЕСТОВО"
141912,12463.0,Ж,ВЫП,2019-08-31,БП,Д,06.03.01,Биология,4385.0,СР,2015-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
141892,12235.0,Ж,ВЫП,2019-08-31,БП,Д,35.03.01,Лесное дело,4409.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
141938,1614.0,Ж,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,3885.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
141745,13103.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,3999.0,СР,25.06.0215,"ГИМНАЗИЯ N  4, НОВГОРОД"
141747,13101.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,3806.0,СР,2015-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
141750,13098.0,М,ВЫП,2019-06-30,БП,Д,38.03.01,Экономика,4214.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
142696,13093.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,4067.0,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
141744,13104.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,3726.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  31, НОВГОРОД"
141748,13095.0,М,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,4166.0,СР,2015-06-26 00:00:00,"МОСШ N   4, с.Яжелбицы ВАЛДАЙСКИЙ р-н"
151250,13119.0,Ж,ВЫП,2019-06-30,ДОГ,Д,38.03.01,Экономика,9681.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
151269,13111.0,Ж,ВЫП,2019-06-30,ДОГ,Д,38.03.01,Экономика,3827.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  31, НОВГОРОД"
151317,2028.0,Ж,СТ,,ДОГ,Д,33.05.01,Фармация,4195.0,СР,2015-07-02 00:00:00,"МОСШ N   1 ИМЕНИ АВЕРИНА, ВАЛДАЙ"
142801,2140.0,Ж,СТ,,БП,Д,33.05.01,Фармация,4340.0,СР,2015-06-19 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142316,1886.0,Ж,СТ,,БП,Д,33.05.01,Фармация,4201.0,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142311,1929.0,Ж,СТ,,БП,Д,33.05.01,Фармация,9759.0,СР,2015-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  26, НОВГОРОД"
142712,11993.0,М,ВЫП,2019-08-31,БП,Д,11.03.01,Радиотехника,9933.0,СР,2015-07-03 00:00:00,"СОШ , МАРЕВО"
141829,12000.0,М,ВЫП,2019-06-30,БП,Д,11.03.01,Радиотехника,9921.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  21, НОВГОРОД"
151345,1420.0,М,СТ,,ДОГ,Д,31.05.03,Стоматология,3580.0,СР,2014-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142170,1914.0,Ж,СТ,,БП,Д,31.05.03,Стоматология,4216.0,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151364,2171.0,М,СТ,,ДОГ,Д,31.05.03,Стоматология,4500.0,СР,2015-06-18 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151380,2137.0,М,СТ,,ДОГ,Д,31.05.03,Стоматология,4338.0,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
151440,1932.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,9763.0,СР,2015-06-28 00:00:00,"СРЕДНЯЯ ШКОЛА N  22, НОВГОРОД"
151442,9438.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4132.0,СП,2015-06-30 00:00:00,ТЕХНИКУМ ДРУГОЙ
151478,2208.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4376.0,СР,2015-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142191,1692.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,9567.0,СР,2015-06-26 00:00:00,"ГИМНАЗИЯ ""ЭВРИКА"""
140037,817.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,2079.0,СР,2013-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
88312,13813.0,М,ВЫП,2019-08-31,ДОГ,Д,31.05.03,Стоматология,1465.0,СР,2011-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
141869,12274.0,Ж,ВЫП,2019-08-31,БП,Д,36.03.02,Зоотехния,4146.0,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
139074,12173.0,М,ВЫП,2019-06-30,БП,З,35.03.04,Агрономия,9971.0,СП,2015-01-30 00:00:00,"ГОУ НПО ""Агролицей №25"" , СТАРАЯ РУССА"
141771,12836.0,Ж,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,4576.0,СР,2015-06-26 00:00:00,"МОСШ N   1 ИМЕНИ АВЕРИНА, ВАЛДАЙ"
149593,13138.0,Ж,ВЫП,2019-06-30,ДОГ,З,38.03.01,Экономика,525.0,ОСН,2008-06-16 00:00:00,"МОУ СОШ , Федорково ПАРФИНСКИЙ р-н"
149593,13138.0,Ж,ВЫП,2019-06-30,ДОГ,З,38.03.01,Экономика,6241.0,СП,2012-06-27 00:00:00,Политехнический колледж НовГУ
139056,12264.0,М,ВЫП,2019-06-30,БП,З,35.03.01,Лесное дело,8620.0,СР,2013-06-24 00:00:00,"МОУ СОШ N   1, СОЛЬЦЫ с филиалом в Куклино"
79198,95.0,М,СТ,,ДОГ,З,38.03.01,Экономика,43.0,СР,2003-07-01 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
162064,645.0,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,8116.0,ОО,2012-06-22 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
162064,645.0,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,10119.0,СП,2016-06-28 00:00:00,Политехнический колледж НовГУ
162058,3239.0,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,10369.0,СР,2016-07-23 00:00:00,"СРЕДНЯЯ ШКОЛА N   9, НОВГОРОД"
141957,11379.0,М,ВЫП,2019-08-31,БП,Д,08.03.01,Строительство,3965.0,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
162128,3120.0,М,СТ,,БП,Д,05.03.06,Экология и природопользование,5038.0,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N  11, БОРОВИЧИ"
161020,3373.0,М,СТ,,БП,Д,35.03.06,Агроинженерия,5232.0,СР,2016-06-24 00:00:00,"МОУ СОШ , ПАРФИНО"
162975,2271.0,М,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,10083.0,СР,2015-07-02 00:00:00,"ГИМНАЗИЯ ""КВАНТ"""
161113,3534.0,М,СТ,,БП,Д,45.03.02,Лингвистика,5174.0,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
161112,5206.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,10095.0,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  25, НОВГОРОД"
162435,3001.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,4808.0,СР,2016-06-27 00:00:00,"ГИМНАЗИЯ, БОРОВИЧИ"
164721,2708.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,4648.0,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162436,3151.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,5053.0,СР,2016-06-24 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
163243,2432.0,Ж,СТ,,БП,З,35.03.06,Агроинженерия,4663.0,СП,2000-06-29 00:00:00,ТЕХНИКУМ ДРУГОЙ
170352,11359.0,М,ВЫП,2019-06-30,ДОГ,З,08.03.01,Строительство,4661.0,СП,2015-07-01 00:00:00,ТЕХНИКУМ ДРУГОЙ
164728,2808.0,Ж,СТ,,ДОГ,З,42.03.02,Журналистика,4720.0,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
164730,2967.0,Ж,СТ,,ДОГ,Д,42.03.02,Журналистика,4947.0,СР,2016-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170702,2266.0,Ж,СТ,,ДОГ,З,42.03.02,Журналистика,9961.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
162447,2036.0,Ж,СТ,,БП,Д,42.03.02,Журналистика,4246.0,СР,2015-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164596,2832.0,М,СТ,,ДОГ,Д,38.03.02,Менеджмент,4864.0,СР,2016-06-17 00:00:00,"МСОШ Нагово, СТАРОРУССКИЙ р-н"
162910,3014.0,Ж,СТ,,БП,Д,38.03.02,Менеджмент,10177.0,СР,2016-06-25 00:00:00,"МСОШ Боровенка, ОКУЛОВСКИЙ р-н"
161066,7005.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,10249.0,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
161107,3193.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4907.0,СР,2016-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162378,3403.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,10393.0,СР,2016-06-25 00:00:00,"МСОШ N   1 имени Денисова, ХВОЙНАЯ"
164770,3167.0,М,СТ,,БП,Д,31.05.01,Лечебное дело,5061.0,СР,2016-06-25 00:00:00,"МОУ СОШ N   2, СОЛЬЦЫ"
161050,2958.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4799.0,СР,2916-06-24 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
161969,2750.0,Ж,СТ,,БП,Д,38.03.01,Экономика,4845.0,СР,2016-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164580,2841.0,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,10144.0,СР,2016-06-25 00:00:00,"МСОШ Угловка, ОКУЛОВСКИЙ р-н"
165263,3606.0,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,5338.0,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  18, НОВГОРОД"
164590,2505.0,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,4532.0,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
164586,3491.0,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,5310.0,СР,2016-06-24 00:00:00,"Гимназия ""ГАРМОНИЯ"""
91593,621.0,Ж,СТ,,ДОГ,З,36.03.02,Зоотехния,1631.0,СР,2012-06-24 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
161954,3063.0,Ж,СТ,,ДОГ,З,36.03.02,Зоотехния,10335.0,СП,2016-06-23 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
161043,3461.0,Ж,СТ,,БП,Д,33.05.01,Фармация,10399.0,СР,2016-06-25 00:00:00,"МСОШ N 3, ОКУЛОВКА"
164844,3623.0,М,СТ,,ДОГ,Д,33.05.01,Фармация,5212.0,СР,2016-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164863,3273.0,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,5153.0,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
163029,2117.0,Ж,СТ,,БП,Д,31.05.03,Стоматология,4281.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
162362,3352.0,Ж,СТ,,БП,Д,31.05.03,Стоматология,5227.0,СР,2016-06-24 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
165323,3353.0,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,5003.0,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
161990,3334.0,Ж,СТ,,БП,Д,38.03.02,Менеджмент,5223.0,СР,2016-06-24 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
170407,1327.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,3420.0,СР,2014-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
170397,2572.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,10102.0,СП,2005-06-23 00:00:00,Аграрный техникум г.Новгород
170399,3283.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,10314.0,СП,2003-06-26 00:00:00,Аграрный техникум г.Новгород
170401,2676.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,10217.0,СП,2016-06-24 00:00:00,ПРОФЕССИОНАЛЬНЫЙ ЛИЦЕЙ 20 Г.СТАРАЯ РУССА
170408,2273.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,,,,
170410,589.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,5158.0,СП,2016-06-24 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
170410,589.0,Ж,СТ,,ДОГ,З,38.03.01,Экономика,8192.0,ОО,2012-06-22 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
161974,2947.0,Ж,СТ,,БП,Д,38.03.01,Экономика,4795.0,СР,2016-06-24 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
162386,2968.0,М,СТ,,БП,Д,31.05.01,Лечебное дело,10264.0,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
161109,3028.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4816.0,СР,2016-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162373,3251.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,5147.0,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
164812,3108.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,4890.0,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
161069,3295.0,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,10426.0,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
172017,13081.0,Ж,ВЫП,2020-01-31,ДОГ,З,38.03.01,Экономика,1784.0,ОО,2013-06-20 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
172017,13081.0,Ж,ВЫП,2020-01-31,ДОГ,З,38.03.01,Экономика,4016.0,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
172060,13076.0,Ж,ВЫП,2020-01-31,ДОГ,З,38.03.01,Экономика,1387.0,ОО,2012-06-18 00:00:00,"Гимназия ""ГАРМОНИЯ"""
172059,13077.0,Ж,ВЫП,2020-01-31,ДОГ,З,38.03.01,Экономика,1478.0,ОО,2012-06-20 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
182331,4227.0,М,СТ,,ДОГ,З,08.03.01,Строительство,5702.0,СП,2017-06-30 00:00:00,"КОЛЛЕДЖ СТРОИТЕЛЬСТВА, ПРЕДПРИНИМАТЕЛЬСТВА И ПРАВА г.В.Новгород"
175775,4296.0,М,СТ,,БП,Д,11.03.01,Радиотехника,5551.0,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
175770,3964.0,М,СТ,,БП,Д,11.03.01,Радиотехника,10522.0,СР,2017-06-29 00:00:00,"МСОШ Угловка, ОКУЛОВСКИЙ р-н"
175799,4437.0,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,5809.0,СР,2017-07-01 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
175875,4166.0,Ж,СТ,,БП,Д,06.03.01,Биология,5484.0,СР,2017-06-30 00:00:00,Подберезская СОШ  НОВГОРОДСКИЙ р-н
175876,4140.0,Ж,СТ,,БП,Д,06.03.01,Биология,5480.0,СР,2017-06-30 00:00:00,Сырковская СОШ  НОВГОРОДСКИЙ р-н
175848,4145.0,М,СТ,,БП,Д,35.03.04,Агрономия,5689.0,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
175728,4618.0,Ж,СТ,,БП,Д,21.03.02,Землеустройство и кадастры,5757.0,СР,2017-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
173629,3909.0,М,СТ,,БП,Д,35.03.06,Агроинженерия,10510.0,СП,2016-06-24 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
175834,4556.0,Ж,СТ,,БП,Д,35.03.06,Агроинженерия,5889.0,СР,2017-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
175820,4013.0,Ж,СТ,,БП,Д,36.03.02,Зоотехния,5447.0,СП,2017-06-23 00:00:00,ТЕХНИКУМ ДРУГОЙ
182351,3914.0,М,СТ,,ДОГ,З,35.03.04,Агрономия,,,,
176191,4157.0,Ж,СТ,,БП,Д,42.03.02,Журналистика,10559.0,СР,2017-06-24 00:00:00,"МОУ СОШ N   1, ПЕСТОВО"
176190,3804.0,Ж,СТ,,БП,Д,42.03.02,Журналистика,5292.0,СР,2017-06-23 00:00:00,"Гимназия ""ГАРМОНИЯ"""
163269,334.0,М,СТ,,БП,З,35.03.01,Лесное дело,858.0,ОСН,2010-06-17 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
163269,334.0,М,СТ,,БП,З,35.03.01,Лесное дело,9519.0,СП,2014-06-26 00:00:00,Политехнический колледж НовГУ
182736,3965.0,Ж,СТ,,ДОГ,Д,38.03.04,Государственное и муниципальное управление,10664.0,СП,2016-06-30 00:00:00,ГУНПО технологический профессиональный лицей
178456,4562.0,Ж,СТ,,ДОГ,Д,45.03.02,Лингвистика,5742.0,СР,2017-05-29 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
176163,4064.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,5460.0,СР,2017-06-29 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
178459,4642.0,Ж,СТ,,ДОГ,Д,45.03.02,Лингвистика,5767.0,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
178467,4440.0,Ж,СТ,,ДОГ,В,45.03.02,Лингвистика,5645.0,СР,2017-06-29 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
178476,4813.0,Ж,СТ,,БП,Д,45.03.02,Лингвистика,10841.0,СП,2013-06-21 00:00:00,НОВГОРОДСКОЕ УЧИЛИЩЕ ИСКУССТВ ИМ. РАХМАНИНОВА
173615,4341.0,М,СТ,,БП,Д,38.03.01,Экономика,5570.0,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
178218,4056.0,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,10685.0,СР,2017-06-30 00:00:00,МОУ СОШ п.Батецкий
178227,4613.0,М,СТ,,ДОГ,Д,38.03.02,Менеджмент,5755.0,СР,2017-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
184634,10128.0,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,,,,
176086,4045.0,Ж,СТ,,БП,Д,33.05.01,Фармация,5453.0,СР,2017-06-29 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
